brand,rating,review,date_experience
Temu,1,"Depuis que la marchandise est livrée par Colissimo plus rien n'est livré dans le bon pick up et les personnes avec qui vous chattez ne savent rien, même pas où se trouvent vos colis.",16 décembre 2024
Temu,1,"Dédouanement terminé depuis le 11 décembre, nous sommes le 16 et mon colis est toujours en cours de transfert vers le transporteur ! Ne me dites pas que c'est normal. Mais c'est quoi ce système.Je me fiche aussi de vos 5 euros de dédommagement, je veux mon colis !",16 décembre 2024
Temu,1,Je vous conseille de ne pas acheter chez eux car moi mon expérience à moi j'ai acheté plusieurs fois chez eux trois commandes qui n'ont jamais été reçu quand vous les appelez ils font comme si de rien et c'est toujours le même baratin alors je vous conseille d'aller voir ailleurs car ce n'est pas une société sérieuse et quand vous leur parlez des livreurs ils font comme si de rien à part vous donner un avoir que je n'ai pas accepté et que j'ai dû insister pour qu'il me rembourse,10 novembre 2024
Temu,1,"Les articles sont de piètre qualité. Par ailleurs, les prix ont beaucoup augmenté. Sur beaucoup de sites en France les prix ne sont pas plus élevés et au moins le délai d'attente est raccourci.Lorsque vous souhaitez retourner plus d'un article de votre commande, il n'est pas possible d'obtenir la gratuité du retour sur plusieurs articles.",15 novembre 2024
Temu,1,"Ça fait plusieurs fois que je commande, et les objets arrivent cassés ou ne sont pas à la bonne taille. Dernièrement, j’ai reçu une seule boîte cassée, alors que j’en avais commandé trois. Une grande boîte que j’attendais n’est jamais arrivée. Il est impossible de les contacter pour signaler le problème. Je suis très déçu de Temu.",15 décembre 2024
Temu,1,"Reception des produits dans un sac plastique. Tous les produits ont été abimés, tordus, écrasés",14 septembre 2024
Temu,1,J'avais plusieurs coupons et je n'ai jamais pu les utiliser et ils ont disparus !!  Comment cà marche votre système de coupons ????,10 décembre 2024
Temu,2,"C'est ma première commande  quand je vois tous ces commentaires négatifs j'ai peur,  surtout au niveau de ma carte bancaire",15 décembre 2024
Temu,1,"La commande devait arriver et le livreur a déclaré qu'il n'y avait personne chez nous, qu'il nous avait contacté et que faute de pouvoir nous livrer, le colis repartait au vendeur soit TEMU. Nous étions chez nous et aucun message ni appel téléphonique. Donc un mensonge gratuit. C'est à moi de me débrouiller, inutile de vous dire que c'est costaud. TEMU vous laisse seul. Très déçue . Je vous ai adressé le N° référence de la commande. A cause d'un ensonge du livreur, je suis ballotée entre TEMU et le livreur afin de me débrouiller seule pour que la livraison soit effectuée. Le colis serait en départ retour vers TEMU vendeur.",13 décembre 2024
Temu,1,Bonjour Le site m'a proposé des coupons financiers (argent) si je passais une commande de 3 articles.j'ai passé la commande et je l'ai payé et alors on m'annonce que l’offre des coupons n'existe plus..,14 décembre 2024
Temu,1,"Déjà,quelle honte de nous OBLIGER à mettre une étoile pour un commentaire qui pour le coup,est négatif !!!je suis en attente d'une livraison et,en consultant...oupsss! En essayant de consulter (en vain)le suivi,je constate qu'en fait,le retard de TOUTES les commandes est ORGANISÉ !!!...pourquoi? Juste pour nous inciter à nous ""plaindre"" afin de nous OBLIGER à réclamer un crédit de 5euros FORCÉMENT à dépenser sur un futur achat... livré en retard....et ainsi de suite!!!La loi française interdit et contrôle ce genre de pratique!!! Et pénalise le vendeur/livreur de 10% de la valeur du bien commandé,en l'occurrence,pour mon cas 8€70 en monnaies sonnantes et trébuchantes !!! Stoppez ces pratiques sournoises, machiavéliques et trompeuses!!!",13 décembre 2024
Temu,1,J'ai commandé le 23 novembre normalement je devais recevoir ma commande le 9 décembre je l'attends toujours nous Sommes le 13 décembre le livreur pack Devait me livrer la commande mais apparemment je n'étais pas chez moi il n'a pas pu me livrer alors que j'étais là toute la journée je ne comprends pas ma commande est donc revenue à Temu j'ai dû donc encore attendre je les ai appelé tout le monde me fait tourner en bourrique tout le monde dit qu'il accélère ma commande mais ça n'avance pas tout le monde me dit la même chose et j'attends encore je me demande vraiment quand je vais la recevoir je suis très déçu alors que c'était la première fois que je commandais chez eux ils m'ont quand même sorti que c'était un problème par rapport à la neige alors que quand j'ai eu un monsieur au téléphone il m'a dit que ce n'était pas vrai que ce n'était pas pour ça alors au bout d'un moment il faudrait se décider et savoir concrètement et j'aimerais savoir où est ma commande réellement car la mise à jour n'est toujours pas à jour depuis le 4 décembre j'ai aussi quand même contacté la société pack Je suis tombé sur une personne qui ne comprenait absolument rien ce que je racontais ils m'ont donc renvoyé vers Temu sans compter aussi que la société pack m'avez déjà livré mais pour autre chose une commande SHEIN il m'avait livré chez moi dans mon jardin où je me suis faite voler ma commande ils avaient signé à la place d'un concierge mais le pire dans tout ça c'est qu'il n'y a pas de concierge car je suis propriétaire de cette maison donc allez savoir pourquoi ils ont signé à ma place déjà sur ce j'attends toujours ma commande dans l'attente d'une vraie réponse et d'un vrai suivi cordialement Madame Bourgeois,13 décembre 2024
Temu,1,Mes 2 premières livraisons en retard de livraisons impossible être remboursé site à fuir publicité mensongère et délais attente illégal payer pour une livraison accéléré sauf commande toujours pas prête être livré il dise si il on du retard de livraison il rembourse sauf cela se fait en bon achat,13 décembre 2024
Temu,3,"Globalement satisfaite des commandes jusqu'à présent. Mais, ce jour, j'ai reçu une bougie au lieu de 4 !  Prix 4,07 Euros. Chère pour une petite bougie comparativement à la peinture de sable -qui est magnifique- à 5,32 Euros. Je demande donc au Service Clients de bien vouloir faire le nécessaire afin d'obtenir pleinement satisfaction, même si je sais que ces bougies n'arriveront pas pour Noël 2024. Mavyne",13 décembre 2024
Temu,1,"Je ne recommande pas, voila le courrier que j'ai fait à Temu: ""Je viens de la recevoir, elle est très jolie mais je ne peux pas l'utiliser. Premier problème: elle fonctionne seulement 15mn dans tous les modes et l'affichage s'affole et affiche n'importe quoi avec le premier chiffre en blanc. Je la débranche 20mn et je la rebranche, elle repars correctement et 15mn après le problème reviens. On dirait que l'électronique surchauffe. Ca ne m'étonnerai pas car elle est enfermée dans du bois et il n'y a pas de trous pour évacuer la chaleur des composants. Mon alimentation USB fournit 5.04v. Deuxième problème d'affichage: en mode 1 et 3 le premier chiffre s'affiche en blanc alors que tous les autres sont en orange. Je pense que le circuit électronique est défectueux. Je peux faire des vidéos et des photos des problèmes. Si vous pouvez m'envoyer seulement le circuit imprimé je le changerai moi mème ou il faut que j'envoie l'horloge ?"".  Retour de Temu: ils me remboursent seulement 19.67e le jour mème, c'est pas ça que je voulais, impossible de communiquer avec eux, et les avis défavorables ne sont pas publiés et sont orientés automatiquement vers le service réclamations pour êtres traités immédiatement. Et ils ne m'envoient pas la platine électronique pour que je répare, donc cette horloge ne fonctionnera jamais.J'ai perdu 65.59e - 19.67 = 45.92e.",12 décembre 2024
Temu,2,"J'ai acheté une haie artificielle genre lierre grinpant, j'étais content sur le coup, haie support plastic feuille genre tissus en ce mois de décembre 2024 le vent a soufflé un peu fort, tout à était détérioré Léa armature plastic se sont cassées rien y fait a peine manipulées tout est cassant comme du verre, triste expérience, j, attends un remboursement de temu cette clôture est de la camelote, désolé. Reponse Temu est désolé est a le soucis de mieux vérifier la qualité de on produit.En attendant la haie achetée je l'ai mis à la poubelle, mon commentaire est déstiné aux futurs acheteurs, le produit est mauvais est devient cassant.No comment.Meilleurs vœux, l'équipe Temu.",28 décembre 2023
Temu,1,"Commande Temu retrouvé vide dans ma boîte au lettre Ils ne veulent rien savoir a fuir Après votre réponse j’ai retenté de vous écrire et votre réponse est la même, pour vous tout est parti correctement donc rien à faire Très déçu surtout que c'était des cadeaux pour noël",11 décembre 2024
Temu,1,Le 30/11/2024 j'ai acheté 54 articles de Temu j'ai payé plus de 37€ 10 jours après on m'a envoyé 1 seul article les 53 autres articles je l'ai pas reçu jusqu'aujourd'hui je ne sais pas où est mon colis il n'y a pas de mise à jour pas d'informations sur la livraison tout ce qu'on me dit d'attendre seulement j'ai beaucoup commander de Temu depuis plusieurs mois mais actuellement Temu a perdu sa fiabilité il y a un autre problème Temu envoye les colis avec Colicoli les transporteurs de cette entreprise ne sont pas fiable on m'a déjà voler un colis mais heureusement j'ai été remboursé,12 décembre 2024
Temu,1,J ai passé commande il y a 15 jours et mon colis est dans la nature. Impossible de me faire rembourser.Je ne commanderai plus chez Temu.A éviter si vous ne voulez pas perdre votre argent !!!,11 décembre 2024
Temu,1,livraison prévu entre le 6 et 9 décembre 2024 ont est le 11 décembre pas de colis je n'est plus besoin des articles et il ne veulent pas me remboursé pas de garantie de livraison,11 décembre 2024
Temu,1,"le site TEMU vend des pieds de table et quand vous recevez la commande il ne vous livre qu'un seul pied! L'annonce stipule bien "" piedS"" au pluriel. ATTENTION ARNAQUE !",11 décembre 2024
Temu,1,"Arnaques CB, site pas fiable du tout ! attention aux arnaques, qui peuvent arriver bien plus tard que l’achat! J’ai acheté un petit accessoire (foulard en soie) en janvier avec Apple Pay (sans problème), 7 mois plus tard, en août, env. 500€ ont été débités de ma carte bancaire au profit de Temu, sans que j’ai actionné ni validé quoi que soit ! Ma banque m’a envoyé une alerte de fraude, j’ai bloqué ma carte bancaire, hélas trop tard. Une deuxième tentative de fraude a été fait le lendemain (600€), mais ma carte était déjà bloquée entre-temps.La somme frauduleuse de 500€ n’a pas été remboursée par la banque, ils ont dit que ce montant a été validé par Apple Pay, bien que cela ne corresponde pas à la réalité. Un Hacker Temu a du faire cette opération scandaleuse. Attention, à éviter totalement !!!",11 août 2024
Temu,3,"Matériel de très bonne qualité à très mauvaise qualité, c'est un peu comme à la loterie, parfois c'est bien, parfois c'est très mauvais. Déjà plusieurs commandes de faites, il faut vraiment tout passer à la loupe avant de commander. Le suivi de la commande est plutôt mauvais et le délai de livraison est en moyenne de 2 semaines, voir un peu plus. Je l'utilise maintenant juste pour acheter des bricoles pas cher...",10 décembre 2024
Temu,1,"Entreprise qui cherche a faire du business à tout prix. Produits de mauvaises factures, des prix aléatoires selon les fournisseurs. Harcèlement de réductions en tous genres des coupons en voici en voilà...livraisons terrestres a éviter.. commande du 2 novembre toujours pas arrivée en France et formalités douanières non réalisées..donc aucune chance de l avoir dans les 10 prochains jours. Pour ma part j attends sans trop d illusion soit en terme de temps soit en terme d état, ma commande..après je clos mon compte définitivement.--------Maj du 15 12 2024. 40 jours se sont écoulés depuis l envoi. Le colis n est pas France et pas dédouané autant dire que c est mort pour qu il arrive à Noël..pourtant en commandant le 2 novembre j avais pris une bonne marge. C est fini avec eux... une procédure PayPal est en cours. Site déconseillé et à fuir. Amazon est plus cher mais la politique client est nettement plus efficace. ---maj du 23 12 2024--------------------Toujours pas livré..le service Client est incapable de me dire où est bloqué le colis.La traçabilité montre qu il n est pas en France et non dédouané...",02 novembre 2024
Temu,3,"J'ai commandé pour la première fois le 16 Novembre 2024 numéro de commande PO-069-21186419346472086 et je n'ai toujours rien reçu à ce jour nous sommes le 9 décembre, je suis très très déçue, et je ne pense pas recommencer de sitôt. Je ne recommande pas du tout. Je vous remets 2 étoiles, car j'ai été remboursée de la commande sans aucun problème, de plus comme annoncé lors des commandes, j'ai reçu ma commande avec beaucoup de retard, et j'ai pu la garder, alors que j'ai été remboursée, la commande était parfaite, les articles commandés sont conforme à la description lors de la commande, donc je pense qu'un jour je pourrais commander de nouveau .",09 décembre 2024
Temu,1,"Ce sont des fous !!!J'ai supprimé mon compte vu que ce sont des voleurs.Et malgrés cela je reçois tous les jours des mails et notifications de leur part.Quand je vais leur demander pourquoi, ils me répondent de leur fournir des preuves...vous êtes des fous.Maintenant lâchez moi ! Merci.",09 décembre 2024
Temu,1,Temu n'est vraiment pas conseillé.Les articles sont souvent non conformes.Les livraison sont d'une lenteurs interminable.On nous répond n'importe quoi quand on pose des questions.Mon colis est encore en attente.,08 décembre 2024
Temu,2,"Je ne remercie pas FranceTélévision qui, taisant la réalité de l'expérience-client auprès de Temu et en en ventant même plutôt les mérites, m'a entraînée à passer une commande sur ce site marchand!Sur 10 articles, pourtant choisis méthodiquement et même triés sur le volet, seuls 4 - et dont deux identiques - sont conformes à leurs descriptions et/ou à mes attentes... Je n'ai plus aucune confiance en cette boutique; je n'ose même pas retourner les articles, de peur de n'être jamais remboursée, tellement les présentations sont mensongères! Et je ne parle pas du littéral matraquage et harcèlement incessant via notifications et e-mails afin de vous pousser aux achats supplémentaires...On n'est pas censé jouer à la roulette russe lorsque l'on effectue des achats sur internet,ou bien indiquez-le sur chaque fiche produit!",07 décembre 2024
Temu,1,Site très frauduleux colis perdu et d apres eux c est nous les voleurs car ils nous affirment que nous l avons reçu. C est une honte. Méfiez vous avant de commander sur ce site. Vraiment une arnaque!!! Allez plutôt sur Amazon au moins c'est un site serieux.,07 décembre 2024
Temu,1,"Site a fuire!!!!!!!!!!!!!!!!!!Commande jamais reçu alors que sur leur est marquer colis livrer, plusieur reclamation faite plusieur d incident fait sans aucun reponse satifesent en vers leur clientEt parler a des robots tres compliquer!!!!!!!!!!!!Une plainte a etait deposer pour fraude et escrocrie.Il croix que leur transporteur il repond aux avie pour se protege .Ecommerce temu a fuire et a fermer se site .nacheter pas chez eux.",01 décembre 2024
Temu,2,"Après un 1er achat, j'ai eu droit à 3 articles gratuits pour un achat supérieur à 45 euros. J'ai donc passé 2 commandes pour un total de 56,94 euros. Mes 2 commandes sont arrivées mais les 3 articles offerts jamais, plus aucune trace sur mon compte temu..ce sont des escrocs...je boycotte. Surtout que l'on retrouve leur articles sur les marchés moins cher.Des voleurs Temu....A fuir !",22 novembre 2024
Temu,1,"Je passe une commande de 90 euros, je reçois tous les articles erronée, rien à voir avec ma commande, je fais le retour comme il faut mais à ma grande surprise, on me refuse le remboursement je ne sais pour qu'elle raison. Pour eux j'ai reçu le bon colis.Donc je me retrouve sans rien et avec mois 90 euros en mois. Plusieurs réclamations refusé, et le service client un robot qui tourne en rond et n'apporte aucune réponse. Quel honte!!!",29 novembre 2024
Temu,3,"Je suis déçue par un produit arrivé cassé (porte bijoux en forme de chat)Le remboursement va se faire mais je n’ai plus rien à offrir pour NOELDe plus c’est un produit dont on a déjà tenté de réparé avec du scotch, je suppose donc que c’est aussi un retour abîmé que l’on m’a expédié Cele descend donc ma côte chez TEMUDommage !",04 décembre 2024
Temu,1,"Je tiens à faire part de mon expérience avec un agent du service client de Temu, qui, selon moi, ne devrait pas faire partie de votre équipe. Non seulement il a fait preuve d’un manque flagrant de professionnalisme, mais il a également cherché à me faire tourner en rond sans offrir de solution concrète. J’ai expliqué ma situation à plusieurs reprises, en précisant que je ne pouvais pas fournir de preuves supplémentaires concernant les articles manquants, mais il a persisté à me demander des éléments que je ne pouvais pas fournir, malgré l’évidence de ma situation.Cet agent semblait totalement bloqué dans ses réponses, sans aucune volonté d’aider ni de trouver une solution rapide. Il m’a renvoyé à des procédures longues et inutiles, ce qui a prolongé inutilement le problème. Plutôt que d’assumer ses responsabilités et de résoudre ma demande de manière professionnelle, il a préféré me donner des excuses et des explications vides. Un service client digne de ce nom ne devrait pas fonctionner ainsi.Je suis très déçu par cette expérience et je vous conseille de reconsidérer la présence de cet employé dans votre entreprise, car il nuit à l’image de Temu. Il est évident qu’il n’a pas les compétences nécessaires pour traiter efficacement les demandes des clients. Je n’hésiterai pas à partager cette expérience pour alerter les autres clients sur la qualité de ce service.",06 décembre 2024
Temu,1,Temu n’est plus ceux qui était avant. Qualité médiocre donc obligé de faire un retour mais aucun remboursement et colis perdu franchement je vous déconseille perte de temps et d’argent.Retour PO-069-15310313571110278-D03.On arrête pas de vous contacter par message par le biais du site et franchement vos conseiller ne sert pas à grand chose à part de nous envoyer des message toute faite ou automatisé qui répond pas à nos question.,29 novembre 2024
Temu,1,Pas de service client. Un chat robotisé qui ne peut pas résoudre les problèmes.Leur prestataire Mondial Relay vient de m'informer que tous les points de livraison autour de chez moi (dans un périmètre de 20 km) soit 40 au total sont saturés . Mondial Relay me propose des points de livraison à 40/50 km de chez moi aller. Soit environ 80 à 100 km pour récupérer le colis.,05 décembre 2024
Temu,1,Ça fait 3 commande que j'ai pas reçu et veulent pas rembourser c'était ma dernière temu est une arnaque car il nous assure le remboursement si on reçoit pas la commande et jai acheté une ceinture électrique et elle a pris en feu j'ai une peur bleue c fini!!! KARMA la roue tourne temu!!! N'achetez pas attention !!! Je savais qu'il répondraient poliment et font semblant qu'ils vont régler problème et rembourser mais non la dernière fois j'ai été au service client et il n'ont pas remboursé !!! C'est des menteur ! Si True pilot vous me croyez pas ben laissez penser le contraire vous n'êtes pas confiant c'est dommage !!! Je ne retournerai pas au service client une 10e fois pour encore être humiliée !!!,03 décembre 2024
Temu,1,Attention à ce site ne tombé pas dans leurs pièges il vous annonce des mensonges j'ai effectuer un achat de 51 euros et et normalement je devrais avoir 2 cadeaux gratuit j'ai reçus un message comme ci mes cadeaux étais envoyés mais j'ai trouvé aucune trace et quand j'ai contacté le Service client le conseiller qui avais malheureusement aucun pouvoir sont travail c'était juste vous consoler rien de plus m'avait annoncé qu'il arrive même pas à voir le message que j'ai reçus donc faite attention car vous recevez des tonnes de cadeaux et messages mais rien de concret c'est de la pure arnaque.Je rajoute à cet avis mon expérience avec le service client après des échanges avec des conseiller de différents grade ou( poste) j'ai reçus une réponse qui m'avais choquée il me propose de passer un nouvelle commande ça veut dire acheté de nouveau articles pour que je puisse bénéficier des cadeaux ça veut dire comme n'importe client qui passe une commande il veulent pas faire marché arrière pour réglé le problème. Temu est une arnaque faite attention car ils vous envois des tonnes de messages comme ci t'a gagné des cadeaux mais à la fin tu te reçoit que les articles que vous avez payer. Ça sera ma dernière commande chez temu et je déconseille ce site. Ces concurrents asiatique sont milles fois meilleurs dans la gestion des problèmes.,30 novembre 2024
Temu,1,"2 commandes passées, la première ne correspond pas à ma commande, la 2ème non reçue, alors qu'ils confirment : livré le... or nullement livrée et je découvre que le produit est en rupture et ils continuent leurs mensonges et escroqueries en promettant une réexpédition ce que je ne veux pas j'attends qu'ils me remboursent  et tchao  à jamais",21 novembre 2024
Temu,1,"Je cherche le mot mais tout ce qui me vient à l’esprit c’est « arnaque ». Entre ce que l’on vous promet et ce que vous obtenez c’est le jour et la nuit. Je tiens dans mes mains les produits et je regarde les photos. Ben ce n’est pas la qualité affichée dans les photos. Sans parler des « promotions », « crédits » ou « coupons »… que vous n’arrivez jamais à avoir… Je viens de recevoir un message boombastique me faisant miroiter 90 eur de « crédits ». Ils mettent sous notre nez un système de « pièces / coins » auquel on comprend rien. Mais on sent tout de même l’arnaque… pour faire simple il vous faut acheter des produits totalisant 10 eur minimum pour avoir d’emblée le nombre de pièces pour pouvoir obtenir 90 eur de « crédit ». Ok, je fais une commande pour 16 eur (qui est donc largement suffisante pour obtenir les « pièces » pour ensuite obtenir les « crédits »… Vous suivez toujours ? Je paie la commande et le grand message arrive : «  Vous avez obtenu un crédit de… 2 eur! ». Vous voyez l’arnaque ?? J’ai immédiatement annulé cette Commande et jeté à la poubelle l’appli!",04 décembre 2024
Temu,1,"J’ai toujours été contente des articles de Temu mais cette fois je suis vraiment dégoûté !!! J’ai renvoyé 8 articles de ma dernière commande, j’ai reçu un mail de Temu comme quoi ils avaient bien reçu mon colis et quelques jours après, je reçois un mail comme quoi les articles n’étaient pas dans le colis!!!! Tout était bien emballé dans un sac et soi-disant aucun article s’y trouvait !!!! Bien sûr ils ne veulent rien rembourser malgré des dizaines de mails que j’ai pu faire. Toujours les mêmes réponses automatiques qui reviennent. Plus jamais de ma vie, je commanderai sur Temu À moins qu’il se décide à me rembourser ce que j’ai bien renvoyé!!!",23 novembre 2024
Temu,1,C'est vraiment des voleurs j'ai prouvé que je n'avais pas reçu un article dans une commande au vu des dimensions du colis. Peux importe notre parole le service client ne rembourse jamais un article perdu ou volé. Rien à faire de la loi qui responsabilise le vendeur sur la livraison. C'est toujours de notre poche.Même après avoir répondu par rapport à leur réponse sur trustpilot je n'ai fait que perdre mon temps.,29 novembre 2024
Temu,1,"Pratiques commerciales malhonnêtes.  Après plusieures commandes, il m’est proposé, sur le site de Temu, plusieurs cadeaux à choisir conditionnés par une commande de 40€ minimum. Je passe une commande de 40,03€ que je reçois mais sans les cadeaux.",03 décembre 2024
Temu,1,J ai renifler l arnaque s sur les délais. Ils rajoutent les délais au fur et a mesure ça peux durer des semaines. Cette entreprise dois fermer car elles ne respectent pas les règles commerciales française.Ils mentent sur le tchat ils mentent sur les écrits du site. Si je suis pas rembourser j invite les consommateurs a me contacter pour une procédure commune devant le tribunal .j,03 décembre 2024
Temu,2,Il y a parfois des produits que je ne trouve pas ailleurs qu'ici mais j'évite vraiment car c'est un site chinois et ça ne respecte pas mes valeurs écologiques.,16 septembre 2024
Temu,2,"Sur 4 commandes 2 livrées dans les temps.Mon colis devait arrivé le 29 novembre nous sommes le 3 décembre 2024.Plus de nouvelles , en transit et pas de mise a jour depuis une semaine. Oui il donne en cas de retard 5e à déduire sur une autre commande .Mais je n'ai plus l'intention de commander , perte de temps.Au moins avec Aliexpress j'ai toujours reçu mes colis et shein pareil , je suis simplement déçue. Par contre en quelques minutes ils vous remboursent sans problèmes sur PayPal",03 décembre 2024
Temu,1,"Colis non reçu! (D'une valeur de plus de 40€). On me dit qu'il a été livré alors que je n'ai rien reçu on me communique le numéro de tel du transporteur mais numéro non attribué. Impossible de communiquer avec le vendeur local. Aucun remboursement ou réexpédition!! Fuyez, grosse arnaque!!!PO-069-19928943519271391",03 décembre 2024
Temu,1,"Expérience désastreuse !!!! Commande faite sur le site et colis à transporter par POST NL (tout aussi désastreux). Suite à l'annonce de la livraison, je reste chez moi pendant 2 jours. RIEN, aucun colis, lorsque je reçois fin de la seconde journée, un avis disant que mon colis avait été livré...où, personne ne pouvait me le dire. Après 10 jours de recherche, d'envoi de mails et de coups de téléphone au cours desquels TEMU et POST NL se renvoient la balle, mon dossier a été définitivement classé!!!! Et donc aucune intervention et perte sèche pour moi. Donc la garantie ""protection des achats reprise sur le site TEMU est un leurre !!! Surtout, ne tombez pas dans le panneau comme moi",21 novembre 2024
Temu,1,"Une expédition trop longue. De novembre on me dit que je vais recevoir mes articles en janvier. Honteux Total de ma commande 149,63 euros. Et une autre commande non reçue également de 178,12 euros. Discussion avec un tchatbot.",03 décembre 2024
Temu,1,"Temu est une ESCROQUERIE : une facture de Chf 19.65 qui, suite à 2 rappels (j’ai été hospitalisé et n’ai pas pu m’acquitter de  cette facture dans les délais) passe à plus de Chf 60.-!!!!! Et voici leur réponse qui est est une preuve de leurs: »Soyez assuré qu'AUCUN frais supplémentaire (y compris les droits de douane) ne vous sera facturé, et nous avons toujours été transparents sur les frais facturés »",04 novembre 2024
Temu,1,"J'essaie de passer une commande mais le paiement n'est pas accepté, je ne comprends pas ?",02 décembre 2024
Temu,1,le livreur laisse les colis dehors sous la pluie et à la vue de tous et cela fait dejà 3 fois,02 décembre 2024
Temu,1,Mes commandes dites livrées à mon adresse ne l ont jamais été et ne le sont toujours pas Par contre les prélèvements sur mon compte ont été faits le jour même  de mes commandes Ma boîte mail est envahie de messages commerciaux et mensongés de TEMU sans avoir aucune réponse crédible aux essais d échanges faits avec leur robot. C est une honte de laisser l accès à cette entreprise de vente en France Je vais porter plainte,10 novembre 2024
Temu,1,"Très mécontent, leur service livraison est catastrophique ! Ils envoient même des photos d’une autre boîte aux lettres… ils livrent n’importe où… et plus rien après ! Pas de nouvelles !!!",30 novembre 2024
Temu,1,"Temu averti une date de livraison par Post nl à domicile, mais le livreur ne passe pas mais dépose le colis dans un point relai sans avertir le client. Il doit y avoir un trafic avec le transporteur qui récupère le colis après quelques jours et ????  Moi je supprime l'application Temu. Pour obtenir l'adresse où mon colis était, j'ai dû insister par chat chez Temu. INADMISSIBLE",02 décembre 2024
Temu,1,"Nous avons commander plusieurs articles et nous attendons depuis 3 semaines, Aucune nouvelle de Temu, aucun moyen de prendre contact, et contrairement a ce qui a été écrit dans les réponses apportées par le service client sur trustpilot, impossible d'annuler les commandes et d'obtenir leur remboursement, C'était la deuxième et dernière commande sur ce site.",12 novembre 2024
Temu,2,livraison pas conforme aux photos exemples j ai acheté plusieurs ensembles où la photo montrait de la maille et reçu du synthétique,05 novembre 2024
Temu,1,"Ne commandez jamais sur Temu , J ai acheté une litière robot à 200 euros qui marchait mal . J ai du coup demandé un retour . Temu m’a envoyé une étiquette pour que je puisse le renvoyer dans un point relais, sauf qu’arriver dans le point relais celui ci ne veut pas le prendre car le colis est trop volumineux . J ai tout de suite averti Temu et depuis maintenant 1 mois on me balade en me disant que la demande sera bientôt traité et rien ne se passe . Il on jouer sur le temps . Bref ce sont des escrocs . Je vous conseille AliExpress aucun problème avec eux .",11 novembre 2024
Temu,1,j'ai commandé car je pensais avoir cadeaux gratuit en fin compte les cadeaux je l'ai est tous payés c'est de l'arnaque ( un achat = un cadeau ) et bien rien pas de cadeaux offert,01 décembre 2024
Temu,3,A fuir...!!!.Ils vous proposent des cadeaux à 0€ puis vous renvoie sur une page pour acheter sinon pas de cadeaux. Renvoie régulièrement les commandes. Mauvaise qualité made in China !!!Plus jamais pour ma part,17 octobre 2024
Temu,1,"On se ""MOQUE"" POUR NE PAS DIRE AUTRE CHOSE QUI VEXE !!! de nous pour les livraisons ! On me confirme livraison le 29 /11 entre 8h et 19 h ! Déjà ! 1 journée de bloquée pour rien, car personne ne livre ! BRAVO ! JE téléphone ! On me dit, une fois de + livraison le 30 ! Personne ne livre ! .... de + les soit disant cadeaux ! Alors qu'il faut acheter ! POUR MOI ! C'EST DES REMISES SUR ACHATS ! UN CADEAU, C'EST UN CADEAU ET NON UNE COMPENSATION EN RETOUR ETC.. POUR MOI ""TEMU"" C'EST TERMINÉ.",30 novembre 2024
Temu,2,"Le site en lui-même est bienCependant, les Prestataires employés pour effectuer les livraisons Sont médiocreLes commandes sont constamment marqué ""livrées En personne ""Alors que la réalité est ""livré À personne "" Le colis n'a jamais été réceptionnéEt ce n'est pas la première fois que j'ai ce problème-là avec temu",30 novembre 2024
Temu,3,"Attention, Temu malhonnête; supprime les avis négatifs et met 5 étoiles à la place de votre choix . Vécu personnellement.",29 novembre 2024
Temu,1,"Première commande sur Temu et au bout de 3 semaines de rendent compte qu’ils n’ont plus de stocks et veulent me rembourser, je mets 1 étoile parce que je ne peux mettre moins, je supprime l’application.",09 novembre 2024
Temu,1,Je suis client...ou plutôt j'étais client de Temu. Cette semaine j'ai  voulu passer une commande de moins de 20 €. Impossible le minimum de commande était de 20 €. Un conseiller m'a même écrit noir sur blanc (j'ai les captures d'écran) que TEMU me proposait 20% sans limite d'achat. Mais tout ceci était faux. Après plusieurs réclamations de ma part rien n'y fait le service client me propose 20% de réduction mais reste inflexible sur le minimum de 20€ de commande. Temu sous le prétexte de l'environnement force ses clients a prendre plus d'articles ce qui est totalement illégal. De plus je m'interroge sur la méthode de production des articles...sont ils attentifs a l'environnement lors de la production a bas prix ainsi des conditions de travail du personnels ?Bref je vous conseille de faire comme moi et DE FUIR TEMU AU PLUS VITE .,29 novembre 2024
Temu,1,"A fuire aucune aide ni écoute client travail avec des indépendants qui sans foute complètement de vos colis les jettes sans prendre aucun soin les envois dans des points relais sous de fausse excuses,....etc",28 novembre 2024
Temu,1,Des copier collé.COlis marqué livré mais pas reçu.On refuse renvoyer la commande ou de rembourser car dans le suivi marqué livré.Mais je demande une preuve de livraison et la on me parle a coté de la plaque. A fuir,28 novembre 2024
Temu,1,"À éviter !!!!!Au prétexte de se prétendre moins cher, 1 mois pour recevoir les articles.... Emballage colis en plastique sur-collé, 3 quarts et demi des colis sont décevants et partent en remboursement (ce qui n'est, je pense, pas l'objectif ni le principe de la manœuvre....)Vive amazon!!!!!",28 novembre 2024
